company_number,n_filings_total,n_filings_year1
09732071,29,1
09603150,21,1
SC506873,22,3
09786427,34,3
09592855,27,2
09870024,33,1
09607579,25,3
09591095,26,2
09734294,32,8
09455093,27,1
OC401615,28,2
OC399342,33,3
OC398572,23,1
OC399000,37,1
OC398721,33,1
OC403202,25,2
OC399698,31,1
OC397354,71,11
OC398177,28,1
OC401675,25,1
OC399213,33,3
OC399735,31,8
OC397769,27,1
OC398340,62,11
OC401193,39,2
OC402469,49,7
OC398763,32,1
OC399188,32,1
OC399272,27,4
OC403286,33,3
OC401050,51,2
SO305325,26,2
OC398573,34,5
OC398356,27,1
OC397482,27,1
OC397774,24,2
OC399015,32,7
OC398615,38,1
OC398607,24,1
OC397574,29,1
OC399274,31,2
OC398787,21,1
OC398901,29,1
SO305243,61,1
OC398696,23,1
SO305337,23,2
OC399066,24,1
OC398633,85,1
OC398948,34,1
OC397451,30,3
SO305295,26,1
OC398974,28,1
OC399308,25,2
OC398777,29,3
OC403383,172,0
OC399460,28,1
OC403559,25,1
OC398712,33,4
OC399032,22,1
OC402581,59,4
OC399346,32,1
OC399820,22,1
OC398839,36,2
OC399329,22,1
OC399589,37,2
OC400387,30,1
OC398475,22,1
OC398606,65,8
OC398408,33,1
OC399502,62,3
OC400456,35,2
OC399020,27,1
OC400538,34,2
OC399904,25,1
OC397405,23,1
SO305479,23,2
OC403442,44,3
OC403112,41,10
OC403023,28,1
SO305273,56,16
OC400990,31,1
OC402246,37,5
OC403472,28,1
OC399382,29,2
OC403230,57,2
SO305356,26,1
OC401640,43,5
OC401582,34,9
OC400632,20,1
OC399823,29,2
OC399822,31,2
OC398159,35,2
OC398153,35,2
OC398635,29,2
OC398520,49,12
OC403071,24,1
OC400722,36,1
OC401498,44,2
OC398031,29,2
OC401189,48,2
OC400751,39,3
OC398784,96,18
OC403299,29,2
OC398835,37,8
OC401315,29,1
OC399991,63,5
OC402366,43,2
OC400676,39,1
OC399913,32,5
OC402234,48,2
OC401896,56,2
OC398373,28,1
OC397692,27,3
OC400017,26,2
OC399519,51,1
SO305393,61,2
OC403458,57,5
OC402862,48,3
OC399060,30,2
OC403430,33,5
OC399352,44,2
OC400333,43,1
OC400331,38,1
OC402137,38,2
OC397830,35,6
OC397481,41,1
OC398830,30,2
OC397554,28,1
OC403055,53,2
OC401408,65,1
OC399322,31,2
OC402673,32,3
OC398822,27,3
OC398556,31,1
OC397753,55,16
OC397872,28,2
OC400158,38,2
OC401821,34,5
OC398978,29,1
OC401344,31,2
OC403239,28,2
OC399873,45,5
SO305494,12,1
SO305495,14,1
OC401018,48,3
OC399354,35,6
SO305437,20,1
OC399947,29,2
OC399802,30,1
OC399964,50,10
OC402807,21,1
OC399429,22,1
OC399705,42,1
OC397503,34,2
OC398317,32,2
SO305461,22,1
OC400440,50,3
OC400494,45,6
OC400361,33,7
OC402843,24,1
OC403360,30,2
OC400743,30,4
OC400776,32,6
OC401804,27,1
OC401638,23,1
OC397770,33,7
OC401917,22,3
OC402825,23,1
OC400804,28,1
OC400217,27,2
OC399263,30,4
OC401074,29,2
OC401434,44,2
OC400312,34,2
SO305403,22,1
OC398077,31,2
OC400701,22,1
OC400860,33,3
OC400712,35,5
OC400717,36,3
OC400460,34,1
OC403495,26,7
OC403232,29,2
OC399767,32,3
OC399943,28,2
OC401547,27,1
OC399571,45,5
OC401321,30,2
OC401377,50,1
OC401097,29,1
OC397908,24,1
OC401579,34,2
OC400642,39,2
OC400655,26,1
OC400060,30,5
OC400007,35,3
OC399998,33,8
NC001299,29,2
OC400086,22,1
SO305350,24,2
OC399980,27,6
SO305360,59,2
OC401436,88,4
OC399756,49,2
OC400549,32,8
OC402150,31,2
OC399857,84,2
OC398731,92,5
OC397448,43,1
OC397571,27,1
NI628479,5,1
NI628646,14,1
NI628849,11,1
NI628622,22,4
NI628884,4,1
NI628885,4,1
NI629026,3,1
NI628769,8,1
NI629081,9,4
NI628681,11,1
NI628529,4,2
NI628624,6,2
NI628636,10,1
NI628735,18,5
NI629160,7,1
NI628993,9,1
NI628904,32,1
NI628742,10,1
NI628874,31,1
NI628889,3,1
NI629032,23,3
NI629048,8,1
NI629093,15,1
NI628791,13,2
NI629111,13,1
NI628754,4,2
NI628590,23,2
NI629016,10,1
NI628913,20,1
NI628976,3,1
NI628708,8,1
NI628488,18,1
NI628495,6,2
NI628724,4,1
NI629030,3,1
NI628809,14,1
NI628949,9,2
NI629024,20,1
NI628702,4,1
NI628750,4,1
NI628803,19,3
NI628883,4,3
NI629073,17,1
NI628922,6,1
NI628572,16,1
NI628478,3,1
NI628641,8,1
NI628722,7,1
NI629028,15,1
NI628662,8,1
NI628942,26,1
NI628955,6,1
NI629555,8,1
NI629629,6,1
NI629655,21,5
NI629824,4,1
NI630143,7,2
NI630192,11,4
NI630006,6,1
NI630074,14,1
NI630104,7,3
NI630125,31,1
NI630170,19,1
NI630176,4,1
NI629148,11,4
NI629118,9,4
NI629220,15,1
NI629523,11,1
NI629412,4,1
NI629951,4,1
NI629906,4,2
NI630042,3,1
NI629101,4,3
NI628654,10,1
NI628703,22,1
NI629182,13,1
NI629266,3,1
NI628570,4,4
NI628535,4,4
NI628747,19,3
NI629057,4,4
NI628956,6,1
NI628504,14,11
NI628661,6,1
NI628647,3,1
NI628706,8,1
NI628978,17,1
NI629051,25,1
NI629068,6,1
NI629095,8,1
NI629859,11,2
NI630142,10,2
NI630199,15,1
NI630334,6,1
NI629193,7,2
NI629091,16,1
NI629212,5,1
NI629358,5,2
NI629482,20,1
NI629466,11,1
NI629646,12,2
NI629575,15,8
NI630046,7,1
NI630169,12,1
NI629865,3,1
NI630226,11,1
NI630519,3,1
NI628964,6,2
NI629516,19,1
NI629661,8,2
NI629900,6,1
NI629923,17,1
NI630020,8,1
NI629872,13,1
NI629941,3,1
NI630253,8,1
NI628598,3,1
NI628669,3,1
NI628486,26,4
NI628487,8,2
NI629067,9,1
NI628910,6,1
NI629145,8,1
NI629117,3,1
NI629356,10,8
NI629350,3,1
NI629713,3,1
NI629622,10,1
NI629868,3,1
NI629947,11,1
NI630153,21,2
NI630278,5,3
NI630048,5,1
NI629119,20,1
NI629217,15,2
NI629361,3,1
NI629522,8,1
NI629524,10,1
NI629525,8,3
NI629456,24,3
NI629668,21,2
NI629577,4,1
NI629609,25,2
NI629733,4,4
NI629844,3,1
NI630052,10,1
NI630072,12,2
NI629992,17,4
NI630085,15,4
NI629161,13,1
NI630047,22,1
NI630161,9,1
NI630356,6,1
NI629241,18,1
NI630440,14,1
NI629268,13,1
NI630288,15,1
NI630294,17,1
NI629378,18,1
NI629334,6,6
NI629598,18,1
NI629600,4,4
NI629693,27,3
NI629901,24,2
NI629949,6,2
NI629842,9,1
NI630159,4,4
NI630041,7,1
NI630426,13,1
NI630220,10,1
NI629190,11,1
NI629458,9,1
NI629559,3,1
NI629564,9,1
NI629779,3,1
NI629780,3,1
NI629696,8,1
NI629880,14,1
NI630150,8,2
NI630154,11,1
NI630200,17,2
NI630080,13,2
NI628818,10,3
NI628829,14,3
NI629382,3,1
NI629578,9,1
NI629682,3,1
NI629666,6,1
NI629935,3,1
NI629749,4,2
NI629973,3,1
NI628603,6,1
NI628562,4,2
NI628840,4,1
NI628914,15,1
NI629065,4,4
NI629105,8,1
NI628804,4,1
NI628972,16,3
NI628974,3,1
OC398115,33,1
OC397613,13,5
OC397427,11,3
OC397510,21,3
OC397543,4,3
OC397615,3,1
OC397703,18,2
OC397682,30,18
OC397731,10,1
OC397355,8,1
OC397374,4,1
OC397506,7,1
OC397508,8,2
OC397511,3,1
OC397542,11,9
OC397488,3,1
OC397877,16,1
OC397353,8,3
OC397484,18,2
OC397502,3,1
OC397777,6,2
OC397971,13,2
OC397738,13,1
OC397633,27,12
OC397408,11,1
OC397411,7,1
OC397704,13,1
OC397808,7,1
OC397934,45,21
OC397970,12,2
OC397665,27,9
OC397347,3,1
OC397423,13,1
OC397426,13,1
OC397565,3,1
OC397787,5,1
OC397811,22,3
OC397673,26,17
OC397981,19,7
OC397997,29,13
OC398017,29,10
OC397367,5,2
OC397479,6,1
OC397388,12,1
OC397452,18,2
OC397690,27,7
OC397972,14,9
OC397612,7,1
OC397666,24,15
OC397680,35,17
OC397723,17,1
OC397838,3,1
OC397869,5,1
OC397841,19,1
OC397868,5,1
OC397870,5,1
OC397896,9,1
OC398175,4,1
OC397882,3,1
OC398172,4,1
OC397840,13,2
OC397898,19,9
OC397566,6,1
OC398054,14,3
OC397888,3,1
OC397962,31,2
OC398062,22,14
OC397333,5,5
OC398214,27,12
OC397617,3,1
OC398332,18,1
OC397761,52,12
OC398163,10,6
OC398105,3,1
OC398111,4,1
OC397926,36,11
OC397403,9,1
OC398236,5,2
OC397686,19,10
OC397763,4,1
OC397662,20,13
OC398203,57,10
OC398090,20,15
OC398099,59,14
OC397911,19,9
OC397914,29,16
OC398329,4,2
OC398063,25,15
OC398094,18,8
OC397915,52,24
OC397337,13,3
OC398189,34,10
OC397936,40,14
OC397863,9,3
OC397935,31,19
OC398096,19,11
OC398110,23,1
OC397765,17,4
OC398019,20,13
OC398044,30,12
OC398057,19,8
OC397929,21,10
OC398127,4,3
OC398200,32,9
OC398060,15,10
OC398124,13,5
OC397394,21,1
OC398224,22,10
OC398227,54,14
OC397657,38,16
OC398052,31,4
OC397858,5,2
OC398103,21,12
OC398235,3,1
OC398328,5,1
OC397576,7,1
OC397762,6,1
OC397948,29,14
OC397398,5,1
OC397827,7,2
OC397953,26,9
OC398155,21,1
OC397458,14,2
OC397949,27,12
OC397954,3,1
OC398023,27,13
OC398035,8,2
OC398048,22,12
OC397857,34,15
OC397399,4,4
OC398187,30,12
OC398300,17,2
OC397757,9,1
OC397932,25,8
OC397946,28,11
OC398071,26,10
OC398288,13,1
OC398297,3,1
OC397643,42,23
OC397843,3,1
OC398154,8,1
OC398192,23,3
OC398072,37,8
OC398073,29,10
OC397921,8,3
OC397400,30,4
OC398122,13,5
OC398194,25,10
OC398293,5,1
OC397758,4,1
OC398095,20,11
OC398106,5,1
OC398143,4,1
OC398146,17,2
OC398283,5,1
OC399062,3,1
OC397366,13,3
OC397372,24,1
OC397373,14,1
OC397437,13,2
OC397492,6,1
OC397960,38,19
OC397564,3,1
OC397707,5,3
OC397743,16,2
OC397803,4,2
OC397983,83,13
OC397996,39,14
OC397623,19,1
OC397536,5,1
OC397694,6,1
OC397973,3,1
OC397676,28,14
OC397725,4,1
OC397782,18,1
OC397801,8,1
OC397979,27,12
OC397987,21,8
OC398015,27,13
OC397597,13,4
OC397635,38,20
OC397498,3,1
OC397683,29,15
OC397614,5,1
OC397737,26,3
OC397754,11,1
OC397732,11,4
OC397812,3,1
OC397384,6,1
OC397580,4,1
OC397592,5,3
OC397585,5,3
OC397978,31,14
OC397986,23,10
OC397719,6,2
OC397447,20,3
OC397655,27,13
OC397781,6,1
OC397659,26,16
OC397675,28,11
09828940,4,2
09828944,52,17
NI633482,23,17
09885182,29,4
09708506,31,1
09632897,32,1
09634725,51,4
09472611,34,1
09859369,23,7
09862370,4,1
09906801,3,1
09752283,40,2
09713005,50,6
09566969,34,1
10096262,21,2
09978456,32,1
09972978,25,1
09953931,21,1
10005048,17,2
09998362,29,1
10128274,18,1
09978818,33,1
10110489,25,1
10130784,28,2
10040034,35,9
10022046,39,4
10116419,30,2
10129866,30,1
09966190,49,2
10001805,17,1
10097179,23,2
09971668,23,1
10104431,29,2
09951072,28,4
09997435,28,4
09952009,26,1
09983396,28,3
10379849,37,2
10205792,45,2
10206156,27,2
10354045,23,1
10379471,22,1
10197129,26,2
10337852,40,5
10205099,48,3
10261287,31,1
10177232,28,1
10207914,36,1
10201323,33,1
10177428,37,1
10384617,27,2
10170735,43,2
10246875,33,2
10323515,18,2
10316915,27,2
10182526,22,1
10314849,32,3
10327413,26,2
10207007,22,2
10187576,27,2
10280760,26,1
10199360,29,3
10096106,33,1
09994556,39,1
SC549174,23,1
10144963,21,2
10185625,22,1
10175310,19,1
10170330,20,1
10493807,23,1
10178773,24,1
10083876,19,1
09934254,26,5
10526266,15,2
10148126,24,2
10295726,39,1
10145628,27,4
10036647,27,2
10159279,23,1
09981932,42,8
10149602,19,1
09963775,17,1
09981784,25,1
09961577,29,2
09974680,20,1
10327696,25,5
10180257,20,1
10151623,21,2
10173464,30,3
10500389,37,1
10408016,22,3
10180421,19,1
10151602,42,3
10190947,19,2
10171632,23,1
10447801,35,1
10148293,20,3
10161745,41,1
10457372,41,1
10193336,23,1
10193626,18,1
10159582,19,1
10156889,19,1
10158324,20,1
10420455,26,5
10142581,36,3
10481344,31,2
10188992,56,6
10431036,19,2
10200101,49,1
10150363,16,1
10168007,28,1
10504682,29,4
10525747,20,3
10157388,22,3
10183199,29,1
10469498,19,4
10425183,27,11
10370511,30,1
10375054,20,1
10284157,27,1
10244652,19,1
10182080,26,2
10236844,31,3
10191378,26,2
10339427,22,1
10348113,22,1
10250467,22,1
10180633,31,2
10182666,19,1
10251941,30,1
10294889,17,1
10199877,24,3
10345124,30,3
10187320,26,6
10335354,29,1
10181637,27,1
10204643,26,2
10161440,24,2
10149049,26,1
10121993,28,1
10172873,39,6
10153628,19,1
10162513,32,1
10166681,23,1
10516016,29,7
10259102,38,5
10118627,20,1
10469237,18,1
10169016,31,2
10146145,19,1
09952488,25,1
10475053,21,1
10197964,24,1
10490056,40,3
10201897,28,2
10341730,23,3
10161475,25,2
10156541,25,1
10318438,18,2
10350754,23,1
10347892,20,1
10371205,27,1
10100125,20,1
10174571,22,1
10437210,24,3
10231741,29,1
10321250,46,11
10181704,22,2
NI640480,29,2
10152778,24,2
10176094,31,3
10492757,21,1
10251711,31,2
10173606,23,1
10161184,27,2
10025609,36,4
10336329,20,1
10163925,20,1
10178816,22,1
10258008,31,1
10162197,31,3
SC532396,19,1
09959900,52,2
10135400,29,3
10051360,28,1
10402374,24,1
10177736,31,1
10315968,42,8
10315732,62,10
10270622,30,2
10267091,24,3
10501584,38,5
10177536,39,3
10184437,32,4
10168117,38,5
10535804,23,2
10165434,23,4
SC532365,20,1
09936898,35,1
10162933,34,3
10119299,22,3
10179639,24,4
10123757,20,1
10188525,36,1
10163447,24,3
10315369,21,1
10203704,22,1
10138608,26,1
10146740,61,4
10007681,44,1
10100229,47,3
10488097,24,1
SC530031,26,2
OC415222,21,2
OC411417,38,5
OC404059,26,2
OC407585,29,1
OC414188,71,25
OC413983,163,0
OC407249,29,1
OC415129,24,4
SO305584,35,6
OC407492,27,1
OC412862,128,0
OC404420,30,1
OC414691,24,2
OC414636,26,2
OC414543,25,6
OC414481,37,2
OC414459,78,3
OC412123,29,2
OC413640,35,1
OC414569,26,3
NC001348,24,1
OC414627,23,6
OC412114,21,1
OC411892,45,1
OC414852,78,13
OC411320,31,1
OC407582,43,1
OC407638,26,2
OC414451,27,2
OC411706,19,1
OC413428,53,15
OC411572,19,1
OC407570,29,4
OC411792,25,1
OC407488,31,1
OC404267,29,2
OC407587,35,1
OC403953,28,2
OC407619,47,2
OC412403,28,2
OC415202,48,2
OC411432,50,3
OC404014,30,3
NC001342,33,1
OC411205,38,5
OC412597,49,1
OC403826,22,1
OC411952,23,1
SO305661,22,4
SO305926,20,2
OC412059,26,1
OC411338,19,1
OC413893,35,1
OC414064,21,1
OC413526,33,2
OC411357,27,3
OC404006,24,3
OC407403,39,6
OC414685,68,28
OC413852,39,2
OC413932,21,2
OC404047,26,2
OC414255,41,12
OC415274,40,9
OC407630,25,4
OC404016,29,3
OC415211,25,2
OC414646,30,1
OC404173,28,1
OC403862,21,1
OC407485,21,1
OC412582,33,6
OC403790,29,3
OC407550,22,1
OC411646,241,0
OC403888,26,3
OC414517,47,7
OC403951,26,4
OC407336,83,39
OC414783,37,3
OC403920,32,4
OC413430,34,5
SO305605,21,2
OC404126,36,2
OC414573,44,15
OC407632,85,9
OC407254,176,0
OC413574,46,6
OC404288,29,4
OC404376,41,4
OC412007,28,1
OC415117,40,1
OC407174,24,1
OC404525,28,1
OC404082,25,3
OC404262,42,1
OC413711,23,3
OC413519,47,8
OC414240,61,10
OC404141,30,2
OC412160,26,3
OC414853,34,5
OC414436,29,6
OC412661,27,2
OC414341,24,1
OC412170,26,2
OC414418,36,4
OC407480,21,1
OC404275,24,4
OC403832,97,13
OC407188,26,1
OC414505,46,2
OC403775,28,2
OC407655,20,1
OC411416,30,1
OC414990,37,2
OC407377,20,1
OC404117,30,2
OC403842,25,3
OC407350,27,4
OC411198,23,5
OC415051,21,1
OC415275,31,9
OC404633,27,3
OC414994,28,4
OC415044,22,1
OC412990,36,13
OC414978,21,1
OC411281,34,2
OC411263,21,2
OC411503,59,11
OC415210,29,1
OC411372,31,3
OC413171,32,9
OC415287,39,11
OC411399,32,2
OC414786,38,5
OC404400,34,1
OC404372,23,2
OC415060,41,2
OC403725,35,3
OC403968,28,3
OC412724,55,5
OC407641,34,2
OC415273,31,3
OC415270,31,3
OC411495,26,5
OC411663,33,4
OC411247,31,3
OC403764,23,1
OC404697,21,1
OC415146,38,2
OC415132,21,2
OC414966,44,2
OC404567,28,1
OC404290,46,1
OC414784,20,2
OC407171,52,9
OC407390,39,1
OC414903,25,2
OC412683,47,3
OC411445,31,2
OC414170,66,7
OC407242,23,1
OC407618,26,1
OC404109,31,2
OC407317,28,1
OC411553,42,1
OC413360,31,1
OC404657,40,1
OC408427,20,1
OC403924,36,6
OC403946,28,2
OC404188,129,0
OC415099,29,5
OC403962,46,1
OC411296,22,1
OC411378,30,1
OC413011,30,9
OC407659,23,1
OC404145,38,4
OC407135,29,4
OC411598,30,1
OC403918,32,5
OC407552,25,1
SO305919,21,1
SO305916,21,1
SO305922,21,1
SO305920,21,1
OC407425,19,1
OC407603,26,1
OC414890,30,3
OC403668,48,8
OC415138,30,2
OC404514,30,6
OC407624,20,1
OC415260,19,2
OC407654,22,2
OC414700,23,2
SO305619,20,2
10257377,35,5
10361298,141,0
10174017,55,14
10172739,82,25
10023274,83,19
10007477,62,19
10261717,92,38
10281033,119,7
10324217,30,6
10324184,50,8
10029943,282,0
10341359,99,14
10219097,37,7
10226386,68,13
10510999,100,7
10186111,85,10
10004943,44,1
10451754,59,14
10399850,106,16
10079623,41,3
10303228,65,6
10408072,46,5
10114644,136,0
09979482,43,5
10541091,101,15
10166359,79,11
10347906,47,1
10239054,132,0
10229630,164,0
10001337,35,6
10475272,85,8
10476913,201,0
09937144,38,9
10184316,108,23
10028222,57,1
10292050,57,1
10358067,47,10
10119755,202,0
10449530,121,0
10382760,28,2
10028625,54,19
10253041,294,0
10479863,53,14
10479917,52,14
10443190,158,0
09976843,80,15
10451211,84,12
09935026,50,4
10428448,31,1
10395804,87,27
NI640379,5,1
NI639770,4,1
NI640468,6,1
NI640505,17,2
NI639909,3,1
NI639272,18,1
NI640154,3,1
NI640198,26,14
NI640206,6,1
NI639208,3,1
NI639265,4,3
NI639487,4,2
NI639499,13,1
NI640263,6,4
NI639501,16,1
NI639556,5,2
NI639197,9,1
NI639046,3,1
NI639053,3,1
NI639733,3,1
NI640008,10,3
NI640029,7,2
NI639309,20,2
NI640146,10,1
NI639344,3,1
NI640217,6,1
NI639623,20,2
NI639686,4,4
NI640452,4,1
NI639780,6,2
NI640011,7,5
NI639126,4,4
NI639352,11,1
NI640257,14,1
NI639618,9,1
NI640002,4,1
NI640615,4,4
NI640927,15,3
NI640179,6,1
NI639964,6,1
NI640639,4,1
NI640650,16,1
NI640340,5,1
NI640818,10,1
NI640584,4,1
NI639724,7,1
NI639256,7,1
NI639257,15,1
NI639450,6,1
NI639702,3,1
NI639738,7,1
NI639739,13,1
NI639552,8,1
NI639791,3,1
NI639800,3,1
NI639808,12,1
NI640475,3,1
NI639999,3,1
NI640182,10,5
NI640668,5,1
NI639843,9,9
NI639877,5,1
NI639935,6,3
NI639944,10,1
NI640083,11,1
NI640526,4,4
NI640305,12,2
NI640050,3,1
NI640072,33,11
NI640096,6,1
NI640332,3,1
NI640390,7,1
NI640705,15,1
NI640915,8,1
NI640959,11,1
NI640013,3,1
NI640656,7,1
NI640680,7,1
NI640743,6,1
NI640628,24,4
NI640717,5,2
NI640913,7,1
NI641009,6,1
NI639167,14,1
NI638974,15,1
NI639143,16,3
NI640215,8,2
NI639643,16,1
NI640413,4,1
NI639002,3,1
NI639302,8,1
NI639665,3,1
NI639478,8,1
NI639557,5,2
NI640467,12,2
NI639903,5,2
NI639945,6,1
NI639955,11,1
NI639978,6,1
NI639996,14,1
NI640094,9,2
NI639047,4,1
NI639732,10,1
NI639759,20,1
NI640183,6,1
NI639664,12,4
NI639453,23,2
NI639540,5,1
NI639641,6,3
NI639789,7,2
NI639865,4,1
NI639957,6,1
NI640051,33,11
NI640524,9,3
NI640769,8,1
NI639036,4,1
NI639270,12,1
NI639502,20,3
NI639529,8,1
NI639550,4,2
NI640478,4,3
NI639908,10,2
NI640306,3,1
NI640327,6,2
NI640367,6,1
NI640975,4,4
NI639737,16,2
NI639263,21,1
NI639448,11,1
NI639496,3,1
NI639796,3,1
NI639823,17,1
NI639836,5,1
NI639856,7,1
NI640620,11,1
NI640670,4,2
NI640540,5,2
NI640359,3,1
NI640790,16,1
NI640779,4,4
NI639731,9,1
NI639851,7,4
NI639215,3,1
NI639377,3,1
NI639085,16,1
NI639114,3,1
NI639249,10,2
NI639345,4,4
NI640266,4,4
NI639561,26,1
NI640428,3,1
NI639867,3,1
NI640502,11,1
NI639928,15,1
NI639998,16,1
NI640723,4,4
NI640759,3,1
NI641037,7,1
NI640761,9,1
NI639891,14,4
NI639923,3,1
NI639924,13,1
NI639942,5,2
NI639986,5,1
NI640170,3,1
NI640047,10,3
NI640659,3,1
NI640733,8,4
NI640117,15,2
NI640679,6,2
NI640828,12,3
NI639980,8,6
NI640118,13,1
NI640350,6,1
NI640356,14,1
NI640550,6,1
NI640127,24,2
NI640058,3,1
NI639886,7,1
NI639926,12,1
NI640153,8,1
NI639525,11,1
NI639589,4,1
NI640402,13,4
NI640419,8,1
NI639804,12,1
NI639185,16,1
NI639124,5,3
NI639144,4,1
NI640210,29,1
NI639234,8,2
NI640447,10,3
NI640471,6,2
NI640009,4,3
NI640086,3,1
NI640113,10,1
NI640130,8,3
NI640218,4,4
NI640690,12,2
NI640500,9,1
OC406839,28,9
OC404586,12,2
OC404961,15,11
OC405544,14,8
OC404798,11,5
OC404800,15,9
OC404900,11,5
OC404925,13,6
OC404956,13,6
OC405360,13,7
OC406804,15,9
OC404507,14,1
OC404589,11,1
OC405507,14,8
OC405609,14,8
OC405668,13,12
OC405700,14,8
OC405723,15,9
OC405886,16,9
OC406878,15,9
OC405262,13,6
OC404518,6,1
OC404590,14,2
OC405652,11,10
OC406872,15,7
OC404840,16,8
OC404906,20,8
OC404914,13,7
OC406849,13,12
OC404627,7,3
OC404661,17,4
OC404756,14,8
OC404992,14,6
OC405802,13,6
OC404913,16,10
OC404944,16,8
OC405447,14,8
OC404923,11,5
OC406790,16,9
OC406798,14,8
OC406834,11,10
OC404501,11,5
OC404740,14,8
OC404918,14,8
OC405015,16,9
OC405265,20,8
OC406813,11,10
OC404417,16,1
OC404734,11,4
OC406918,15,6
OC405282,14,6
OC405288,14,8
OC405356,15,9
OC405582,15,11
OC404988,15,9
OC405323,14,7
OC405461,11,5
OC405570,14,8
OC406133,14,8
OC407013,15,9
OC406911,13,7
OC404762,14,8
OC404848,16,8
OC404871,19,6
OC405304,20,8
OC405384,15,7
OC405897,16,9
OC406129,13,12
OC406974,11,5
OC406992,14,8
OC407007,13,6
OC407112,11,5
OC406908,14,8
OC406923,15,8
OC406927,14,8
OC404874,17,5
OC405004,13,9
OC405393,13,6
OC405407,15,9
OC406123,13,6
OC407003,16,7
OC407238,11,1
OC406891,14,8
OC405494,11,5
OC404755,16,8
OC404946,14,8
OC405457,13,6
OC406125,15,9
OC406135,11,5
OC405610,12,6
OC406897,14,8
OC406904,14,8
OC405479,13,6
OC405496,11,5
OC405497,14,8
OC405387,13,6
OC407092,13,6
OC405595,14,8
OC406921,14,8
OC405020,24,8
OC405284,13,6
OC405296,27,7
OC404795,15,9
OC405337,14,8
OC405395,12,6
OC405950,11,10
OC407011,14,8
OC407096,13,6
OC406920,14,8
OC404760,15,8
OC404878,14,8
OC404976,14,8
OC404981,28,9
OC406066,16,9
OC406126,13,12
OC407170,30,1
OC406916,15,9
OC405276,13,6
OC405374,17,9
OC404849,14,8
OC404969,19,6
OC405591,14,8
OC406909,14,8
OC405477,11,5
OC405503,14,8
OC404978,24,9
OC405231,14,6
OC406118,13,6
OC407090,13,12
OC404790,13,6
OC404845,18,6
OC404876,15,9
OC405351,14,8
OC405399,11,5
OC405418,14,13
OC406061,15,9
OC406102,16,9
OC405442,15,7
OC405495,15,7
OC404873,26,10
OC404875,19,15
OC404909,12,6
OC405417,11,5
OC405891,14,8
OC406117,13,12
OC406138,14,8
OC406998,16,10
OC406925,15,9
OC405267,19,10
OC405914,17,10
OC407000,14,8
OC406889,14,8
OC406910,15,9
OC406917,15,6
OC406919,14,8
OC405162,17,10
OC405389,16,8
OC404770,13,7
OC406051,14,8
OC406922,17,7
OC405295,15,8
OC405386,11,5
OC404774,15,7
OC404973,13,5
OC405344,11,5
OC406144,13,12
OC404984,24,9
OC407270,16,1
OC405340,11,10
OC405363,15,8
OC406120,14,7
OC406124,13,6
OC406969,14,8
OC405759,16,9
OC405768,16,8
OC405429,16,8
OC406305,15,8
OC407296,5,5
OC405933,14,8
OC405940,11,5
OC405912,13,6
OC405742,14,6
OC405772,16,8
OC405484,15,9
OC405696,14,8
OC406222,14,8
OC406229,15,7
OC405816,13,6
OC405860,13,6
OC405953,14,8
OC406187,13,6
OC405848,14,8
OC405197,17,5
OC407392,10,3
OC405939,14,6
OC405941,14,8
OC406183,14,9
OC405974,11,5
OC405747,17,13
OC405753,13,6
SC582916,19,2
SC573676,6,1
SC577055,6,1
SC567737,16,2
SC575337,10,1
SC572849,11,2
SC558213,20,3
SC563738,15,3
SC572811,12,1
SC563936,14,2
SC559245,10,1
SC565577,11,1
SC582294,10,2
SC568526,15,2
SC574265,18,1
SC562686,11,1
SC573098,15,2
SC557752,18,4
SC581452,16,1
10643043,23,3
10597663,22,1
10846997,22,1
10775526,19,2
10771237,25,1
10773774,23,1
10746293,17,1
10788319,21,2
11043345,21,2
10894057,30,2
10789502,25,2
10937767,32,7
10743679,35,6
10674358,32,2
10633409,28,7
10901758,34,3
10940220,40,7
10748734,28,2
10749192,28,2
10965742,22,1
10919302,17,2
10736101,17,1
10751568,24,4
10920141,34,11
10663356,24,2
10768235,18,1
10787575,38,2
10876624,24,3
10697905,37,3
10858394,19,3
10993406,18,1
10689171,20,2
10788538,21,1
10860875,18,1
10800568,36,2
10626831,27,1
10930891,38,1
10694091,15,1
10738557,24,1
10997397,17,5
10707916,18,2
10769985,21,1
10778001,45,1
10896429,21,1
10993373,14,1
10791672,29,1
10795086,16,2
10682172,29,1
10749173,17,1
10707535,23,2
10843051,35,1
10900029,16,1
10675712,20,2
10732984,27,2
10782210,16,2
10779596,39,9
11002886,32,1
10707163,19,1
10656075,34,1
10621459,47,3
10758193,56,6
10879048,60,6
10716405,24,4
10750392,28,1
10738874,19,4
10768167,22,1
10991503,21,1
10795013,47,1
10740915,19,2
10960021,19,1
10734440,21,1
10807956,42,10
10794102,39,1
10764952,22,4
10922120,24,1
10760924,19,1
10755135,16,1
10957910,33,8
10631066,15,1
10619564,18,1
10734535,33,3
10919490,24,1
10729632,33,1
10785516,15,1
10775066,25,2
10705154,16,1
10770867,55,12
10774746,33,2
10941529,22,1
10990654,40,1
10651001,23,1
10763442,28,1
10764203,46,1
10995115,20,1
10758641,15,1
10759470,24,2
10796492,26,3
10994902,51,9
10714387,21,1
10759168,23,1
10989270,24,3
