company_number,n_officers_total,n_officers_active
09734294,3,1
09455093,2,2
OC401615,2,2
OC399342,2,2
OC398572,2,2
OC399000,5,4
OC398721,3,2
OC403202,3,2
OC399698,2,2
OC397354,4,2
OC398177,3,3
OC401675,2,2
OC399213,3,2
OC399735,3,2
OC397769,2,2
OC398340,24,18
OC401193,3,3
OC402469,7,2
OC398763,2,2
OC399188,5,4
OC399272,4,3
OC403286,4,3
OC401050,4,4
SO305325,2,2
OC398573,3,2
OC398356,2,2
OC397482,3,3
OC397774,2,2
OC399015,6,4
OC398615,6,4
OC398607,2,2
OC397574,2,2
OC399274,3,2
OC398787,2,2
OC398901,4,4
SO305243,3,2
OC398696,4,4
SO305337,2,2
OC399066,3,2
OC398633,25,9
OC398948,5,3
OC397451,4,2
SO305295,2,1
OC398974,2,2
OC399308,8,8
OC398777,5,4
OC403383,45,19
OC399460,4,3
OC403559,2,2
OC398712,2,2
OC399032,2,2
OC402581,4,1
OC399346,3,3
OC399820,2,2
OC398839,2,2
OC399329,2,2
OC399589,6,2
OC400387,4,2
OC398475,2,2
OC398606,17,7
OC398408,4,3
OC399502,7,5
OC400456,2,2
OC399020,6,6
OC400538,3,2
OC399904,3,2
OC397405,2,2
SO305479,3,3
OC403442,8,2
OC403112,5,5
OC403023,2,2
SO305273,3,2
OC400990,6,6
OC402246,4,2
OC403472,2,2
OC399382,2,2
OC403230,10,2
SO305356,2,2
OC401640,11,6
OC401582,7,2
OC400632,2,2
OC399823,4,2
OC399822,4,2
OC398159,4,2
OC398153,4,2
OC398635,4,2
OC398520,5,5
OC403071,2,2
OC400722,6,2
OC401498,2,2
OC398031,2,2
OC401189,11,10
OC400751,2,2
OC398784,20,2
OC403299,4,2
OC398835,6,2
OC401315,3,2
OC399991,12,8
OC402366,7,2
OC400676,6,3
OC399913,4,2
OC402234,5,2
OC401896,2,2
OC398373,4,2
OC397692,2,2
OC400017,4,4
OC399519,6,2
SO305393,6,3
OC403458,23,15
OC402862,3,2
OC399060,5,3
OC403430,3,2
OC399352,2,2
OC400333,4,2
OC400331,3,2
OC402137,2,2
OC397830,3,2
OC397481,4,3
OC398830,3,3
OC397554,2,2
OC403055,12,7
OC401408,10,6
OC399322,3,2
OC402673,4,4
OC398822,2,2
OC398556,4,2
OC397753,21,19
OC397872,2,2
OC400158,2,2
OC401821,3,2
OC398978,3,3
OC401344,6,4
OC403239,5,3
OC399873,8,3
SO305494,2,2
SO305495,2,2
OC401018,2,2
OC399354,3,2
SO305437,2,2
OC399947,6,6
OC399802,4,4
OC399964,6,2
OC402807,2,2
OC399429,2,2
OC399705,5,2
OC397503,5,3
OC398317,3,2
SO305461,3,3
OC400440,4,3
OC400494,5,5
OC400361,5,2
OC402843,2,2
OC403360,3,2
OC400743,4,4
OC400776,5,2
OC401804,3,2
OC401638,2,2
OC397770,3,2
OC401917,2,2
OC402825,3,2
OC400804,4,2
OC400217,2,2
OC399263,2,2
OC401074,3,2
OC401434,11,1
OC400312,4,2
SO305403,2,2
OC398077,6,5
OC400701,3,3
OC400860,5,2
OC400712,6,2
OC400717,4,3
OC400460,5,2
OC403495,4,2
OC403232,5,3
OC399767,4,4
OC399943,2,2
OC401547,2,2
OC399571,6,2
OC401321,4,2
OC401377,2,2
OC401097,2,2
OC397908,2,2
OC401579,4,2
OC400642,4,4
OC400655,2,2
OC400060,7,5
OC400007,2,2
OC399998,3,2
NC001299,2,2
OC400086,2,2
SO305350,2,2
OC399980,2,2
SO305360,4,3
OC401436,37,16
OC399756,2,2
OC400549,2,2
OC402150,3,3
OC399857,4,2
OC398731,28,19
OC397448,7,2
OC397571,3,2
NI628479,1,1
NI628646,1,1
NI628849,1,1
NI628622,1,1
NI628884,1,1
NI628885,1,1
NI629026,2,2
NI628769,2,2
NI629081,1,1
NI628681,1,1
NI628529,1,1
NI628624,1,1
NI628636,3,3
NI628735,6,2
NI629160,1,1
NI628993,1,1
NI628904,4,2
NI628742,3,3
NI628874,2,2
NI628889,1,1
NI629032,1,1
NI629048,1,1
NI629093,1,1
NI628791,1,1
NI629111,2,2
NI628754,1,1
NI628590,4,1
NI629016,1,1
NI628913,1,1
NI628976,1,1
NI628708,2,1
NI628488,1,1
NI628495,1,1
NI628724,1,1
NI629030,2,2
NI628809,2,2
NI628949,2,1
NI629024,1,1
NI628702,1,1
NI628750,2,2
NI628803,2,2
NI628883,1,1
NI629073,1,1
NI628922,5,5
NI628572,2,2
NI628478,2,2
NI628641,1,1
NI628722,1,1
NI629028,1,1
NI628662,2,2
NI628942,4,2
NI628955,2,2
NI629555,2,2
NI629629,1,1
NI629655,4,2
NI629824,5,5
NI630143,1,1
NI630192,2,1
NI630006,1,1
NI630074,2,2
NI630104,2,2
NI630125,3,2
NI630170,2,2
NI630176,2,2
NI629148,3,2
NI629118,4,1
NI629220,1,1
NI629523,2,1
NI629412,1,1
NI629951,1,1
NI629906,1,1
NI630042,1,1
NI629101,1,1
NI628654,1,1
NI628703,4,2
NI629182,1,1
NI629266,1,1
NI628570,1,1
NI628535,1,1
NI628747,3,2
NI629057,3,3
NI628956,2,2
NI628504,7,2
NI628661,1,1
NI628647,2,2
NI628706,2,1
NI628978,1,1
NI629051,3,1
NI629068,2,2
NI629095,3,3
NI629859,2,2
NI630142,1,1
NI630199,1,1
NI630334,1,1
NI629193,1,1
NI629091,2,2
NI629212,2,2
NI629358,5,4
NI629482,1,1
NI629466,2,1
NI629646,1,1
NI629575,1,1
NI630046,2,2
NI630169,2,2
NI629865,2,2
NI630226,1,1
NI630519,1,1
NI628964,2,2
NI629516,2,2
NI629661,2,2
NI629900,2,2
NI629923,2,2
NI630020,3,3
NI629872,1,1
NI629941,1,1
NI630253,1,1
NI628598,1,1
NI628669,1,1
NI628486,2,1
NI628487,1,1
NI629067,1,1
NI628910,2,2
NI629145,3,2
NI629117,2,2
NI629356,5,4
NI629350,1,1
NI629713,1,1
NI629622,1,1
NI629868,2,2
NI629947,1,1
NI630153,5,2
NI630278,1,1
NI630048,2,2
NI629119,2,2
NI629217,2,2
NI629361,1,1
NI629522,1,1
NI629524,2,2
NI629525,1,1
NI629456,4,1
NI629668,1,1
NI629577,2,2
NI629609,2,2
NI629733,1,1
NI629844,3,3
NI630052,1,1
NI630072,1,1
NI629992,1,1
NI630085,3,1
NI629161,2,2
NI630047,3,3
NI630161,1,1
NI630356,5,5
NI629241,2,1
NI630440,1,1
NI629268,2,2
NI630288,1,1
NI630294,2,1
NI629378,1,1
NI629334,1,1
NI629598,1,1
NI629600,1,1
NI629693,2,1
NI629901,2,2
NI629949,2,2
NI629842,1,1
NI630159,2,2
NI630041,1,1
NI630426,1,1
NI630220,2,1
NI629190,1,1
NI629458,2,2
NI629559,2,2
NI629564,1,1
NI629779,1,1
NI629780,1,1
NI629696,1,1
NI629880,2,1
NI630150,1,1
NI630154,1,1
NI630200,1,1
NI630080,2,1
NI628818,2,1
NI628829,2,1
NI629382,1,1
NI629578,3,3
NI629682,2,2
NI629666,1,1
NI629935,1,1
NI629749,1,1
NI629973,1,1
NI628603,1,1
NI628562,1,1
NI628840,1,1
NI628914,1,1
NI629065,1,1
NI629105,1,1
NI628804,1,1
NI628972,1,1
NI628974,1,1
OC398115,6,2
OC397613,4,2
OC397427,3,2
OC397510,2,2
OC397543,2,2
OC397615,2,2
OC397703,3,1
OC397682,12,1
OC397731,2,2
OC397355,3,2
OC397374,2,2
OC397506,2,1
OC397508,3,3
OC397511,2,2
OC397542,4,1
OC397488,2,2
OC397877,2,2
OC397353,2,2
OC397484,3,1
OC397502,3,3
OC397777,2,2
OC397971,2,2
OC397738,3,3
OC397633,9,1
OC397408,4,2
OC397411,2,2
OC397704,2,2
OC397808,2,2
OC397934,15,1
OC397970,3,3
OC397665,10,1
OC397347,2,2
OC397423,4,2
OC397426,2,2
OC397565,2,2
OC397787,2,2
OC397811,2,2
OC397673,10,1
OC397981,6,0
OC397997,12,1
OC398017,10,1
OC397367,2,2
OC397479,2,2
OC397388,2,2
OC397452,3,3
OC397690,13,9
OC397972,6,2
OC397612,2,2
OC397666,8,1
OC397680,14,1
OC397723,2,2
OC397838,2,2
OC397869,2,2
OC397841,2,2
OC397868,2,2
OC397870,2,2
OC397896,2,2
OC398175,2,2
OC397882,2,2
OC398172,2,2
OC397840,3,2
OC397898,6,1
OC397566,2,2
OC398054,2,2
OC397888,2,2
OC397962,3,2
OC398062,10,3
OC397333,2,2
OC398214,10,1
OC397617,2,2
OC398332,2,2
OC397761,12,1
OC398163,4,2
OC398105,2,2
OC398111,2,2
OC397926,12,1
OC397403,2,2
OC398236,2,2
OC397686,6,1
OC397763,2,2
OC397662,7,1
OC398203,17,2
OC398090,8,4
OC398099,15,3
OC397911,9,3
OC397914,13,3
OC398329,3,3
OC398063,12,5
OC398094,9,4
OC397915,19,0
OC397337,2,2
OC398189,12,1
OC397936,16,1
OC397863,2,2
OC397935,11,1
OC398096,8,3
OC398110,4,2
OC397765,5,4
OC398019,8,2
OC398044,13,1
OC398057,7,2
OC397929,7,1
OC398127,2,2
OC398200,12,1
OC398060,7,3
OC398124,4,2
OC397394,3,1
OC398224,7,1
OC398227,17,2
OC397657,14,1
OC398052,4,1
OC397858,2,2
OC398103,10,4
OC398235,4,4
OC398328,2,2
OC397576,2,2
OC397762,2,2
OC397948,12,2
OC397398,2,2
OC397827,3,3
OC397953,10,1
OC398155,4,2
OC397458,3,3
OC397949,11,2
OC397954,2,2
OC398023,12,3
OC398035,2,1
OC398048,9,1
OC397857,14,14
OC397399,2,2
OC398187,10,1
OC398300,3,2
OC397757,2,2
OC397932,10,1
OC397946,9,4
OC398071,9,1
OC398288,5,2
OC398297,2,2
OC397643,15,0
OC397843,2,2
OC398154,2,2
OC398192,3,2
OC398072,11,2
OC398073,11,1
OC397921,4,2
OC397400,4,2
OC398122,4,2
OC398194,9,1
OC398293,2,2
OC397758,2,2
OC398095,9,3
OC398106,2,2
OC398143,2,2
OC398146,2,1
OC398283,2,2
OC399062,2,2
OC397366,5,5
OC397372,2,2
OC397373,2,1
OC397437,3,2
OC397492,2,2
OC397960,18,5
OC397564,2,2
OC397707,2,2
OC397743,2,2
OC397803,2,2
OC397983,27,3
OC397996,15,1
OC397623,3,2
OC397536,2,2
OC397694,2,1
OC397973,2,2
OC397676,11,1
OC397725,3,2
OC397782,2,2
OC397801,2,2
OC397979,13,4
OC397987,7,1
OC398015,12,3
OC397597,4,2
OC397635,15,1
OC397498,2,2
OC397683,11,1
OC397614,2,2
OC397737,4,2
OC397754,2,2
OC397732,4,3
OC397812,2,2
OC397384,2,2
OC397580,3,3
OC397592,2,2
OC397585,3,2
OC397978,15,6
OC397986,8,1
OC397719,3,2
OC397447,2,2
OC397655,9,1
OC397781,2,2
OC397659,10,1
OC397675,11,1
09828940,3,3
09828944,10,4
NI633482,10,3
09885182,4,3
09708506,6,3
09632897,8,3
09634725,9,1
09472611,8,3
09859369,5,4
09862370,3,2
09906801,3,3
09752283,12,3
09713005,6,4
09566969,6,3
10096262,3,3
09978456,1,1
09972978,1,1
09953931,2,1
10005048,1,1
09998362,2,2
10128274,2,2
09978818,1,1
10110489,1,1
10130784,1,1
10040034,3,2
10022046,5,1
10116419,1,1
10129866,3,0
09966190,6,1
10001805,1,1
10097179,1,1
09971668,2,1
10104431,3,0
09951072,2,1
09997435,3,1
09952009,1,1
09983396,2,0
10379849,5,1
10205792,2,1
10206156,1,1
10354045,1,1
10379471,3,3
10197129,1,1
10337852,4,2
10205099,1,1
10261287,1,1
10177232,1,1
10207914,1,1
10201323,1,1
10177428,1,1
10384617,2,1
10170735,2,2
10246875,3,1
10323515,1,1
10316915,1,1
10182526,2,1
10314849,4,3
10327413,2,2
10207007,1,1
10187576,1,1
10280760,1,1
10199360,2,1
10096106,3,2
09994556,2,1
SC549174,2,1
10144963,3,3
10185625,2,2
10175310,1,1
10170330,2,2
10493807,1,1
10178773,1,1
10083876,3,3
09934254,1,1
10526266,2,1
10148126,2,2
10295726,4,1
10145628,3,1
10036647,1,1
10159279,2,1
09981932,3,2
10149602,1,1
09963775,1,1
09981784,1,1
09961577,1,1
09974680,1,1
10327696,1,1
10180257,1,1
10151623,2,1
10173464,2,1
10500389,4,2
10408016,1,1
10180421,2,2
10151602,2,1
10190947,2,2
10171632,1,1
10447801,2,2
10148293,1,1
10161745,2,2
10457372,4,1
10193336,1,1
10193626,1,1
10159582,1,1
10156889,1,1
10158324,1,1
10420455,1,1
10142581,1,1
10481344,1,1
10188992,11,1
10431036,1,1
10200101,5,1
10150363,1,1
10168007,1,1
10504682,2,1
10525747,1,1
10157388,2,1
10183199,2,1
10469498,3,2
10425183,1,1
10370511,2,1
10375054,1,1
10284157,2,1
10244652,1,0
10182080,3,2
10236844,2,1
10191378,2,2
10339427,2,2
10348113,1,1
10250467,1,1
10180633,3,1
10182666,2,2
10251941,3,2
10294889,1,1
10199877,1,1
10345124,2,2
10187320,2,2
10335354,2,1
10181637,3,1
10204643,1,1
10161440,2,2
10149049,1,1
10121993,1,1
10172873,3,2
10153628,2,2
10162513,2,2
10166681,1,1
10516016,2,2
10259102,6,1
10118627,1,1
10469237,1,1
10169016,2,1
10146145,2,2
09952488,2,1
10475053,2,1
10197964,3,3
10490056,2,1
10201897,1,1
10341730,1,1
10161475,1,1
10156541,1,1
10318438,1,1
10350754,1,1
10347892,2,2
10371205,3,1
10100125,1,1
10174571,2,2
10437210,1,1
10231741,1,1
10321250,9,4
10181704,1,1
NI640480,2,2
10152778,1,1
10176094,4,2
10492757,1,1
10251711,1,1
10173606,1,1
10161184,2,2
10025609,5,1
10336329,2,2
10163925,2,2
10178816,1,1
10258008,1,1
10162197,1,1
SC532396,1,1
09959900,3,1
10135400,2,1
10051360,1,1
10402374,1,1
10177736,2,2
10315968,11,2
10315732,15,2
10270622,4,2
10267091,2,1
10501584,4,2
10177536,2,1
10184437,4,1
10168117,5,1
10535804,1,1
10165434,2,1
SC532365,1,1
09936898,4,1
10162933,2,1
10119299,2,1
10179639,1,1
10123757,1,1
10188525,6,5
10163447,1,1
10315369,1,1
10203704,1,1
10138608,2,2
10146740,4,4
10007681,6,2
10100229,14,5
10488097,1,1
SC530031,1,1
OC415222,2,2
OC411417,2,2
OC404059,2,2
OC407585,4,2
OC414188,11,11
OC413983,90,35
OC407249,3,3
OC415129,4,3
SO305584,2,2
OC407492,4,3
OC412862,27,2
OC404420,3,2
OC414691,2,2
OC414636,2,2
OC414543,3,2
OC414481,3,3
OC414459,19,4
OC412123,3,2
OC413640,4,2
OC414569,2,2
NC001348,4,2
OC414627,3,3
OC412114,2,2
OC411892,8,2
OC414852,29,8
OC411320,2,1
OC407582,9,6
OC407638,3,2
OC414451,5,5
OC411706,2,2
OC413428,7,6
OC411572,2,2
OC407570,6,2
OC411792,3,2
OC407488,2,2
OC404267,2,2
OC407587,3,2
OC403953,2,2
OC407619,5,5
OC412403,2,2
OC415202,3,2
OC411432,6,4
OC404014,5,5
NC001342,6,2
OC411205,6,2
OC412597,5,2
OC403826,2,2
OC411952,2,2
SO305661,2,2
SO305926,2,2
OC412059,2,2
OC411338,2,2
OC413893,4,2
OC414064,2,2
OC413526,4,3
OC411357,2,2
OC404006,3,3
OC407403,8,5
OC414685,12,9
OC413852,5,4
OC413932,2,2
OC404047,2,2
OC414255,3,2
OC415274,6,4
OC407630,2,2
OC404016,3,3
OC415211,2,2
OC414646,3,3
OC404173,3,3
OC403862,2,2
OC407485,2,2
OC412582,5,2
OC403790,3,2
OC407550,2,2
OC411646,69,20
OC403888,6,6
OC414517,6,4
OC403951,2,2
OC407336,29,20
OC414783,8,4
OC403920,4,2
OC413430,4,2
SO305605,2,2
OC404126,2,2
OC414573,5,2
OC407632,8,0
OC407254,74,2
OC413574,4,2
OC404288,2,2
OC404376,4,2
OC412007,5,2
OC415117,4,2
OC407174,2,2
OC404525,4,2
OC404082,2,1
OC404262,3,2
OC413711,2,2
OC413519,11,4
OC414240,16,6
OC404141,2,2
OC412160,3,2
OC414853,4,4
OC414436,3,2
OC412661,2,2
OC414341,2,2
OC412170,2,2
OC414418,6,2
OC407480,4,4
OC404275,5,3
OC403832,25,2
OC407188,6,4
OC414505,6,3
OC403775,3,2
OC407655,2,2
OC411416,7,7
OC414990,6,3
OC407377,2,2
OC404117,3,2
OC403842,4,3
OC407350,3,3
OC411198,2,2
OC415051,3,2
OC415275,5,2
OC404633,2,2
OC414994,2,2
OC415044,3,2
OC412990,3,2
OC414978,3,2
OC411281,5,4
OC411263,6,5
OC411503,21,13
OC415210,7,4
OC411372,2,2
OC413171,5,3
OC415287,5,2
OC411399,2,2
OC414786,8,7
OC404400,5,4
OC404372,2,2
OC415060,6,6
OC403725,4,2
OC403968,3,2
OC412724,23,19
OC407641,5,4
OC415273,4,2
OC415270,4,2
OC411495,8,8
OC411663,2,2
OC411247,12,10
OC403764,2,2
OC404697,2,2
OC415146,10,5
OC415132,2,2
OC414966,6,3
OC404567,3,3
OC404290,7,3
OC414784,6,6
OC407171,12,6
OC407390,10,8
OC414903,3,2
OC412683,6,2
OC411445,4,3
OC414170,5,5
OC407242,2,2
OC407618,4,4
OC404109,4,4
OC407317,2,2
OC411553,2,2
OC413360,3,1
OC404657,2,2
OC408427,6,6
OC403924,3,2
OC403946,2,2
OC404188,63,35
OC415099,5,5
OC403962,8,8
OC411296,3,3
OC411378,3,2
OC413011,5,3
OC407659,2,2
OC404145,6,4
OC407135,4,4
OC411598,3,3
OC403918,2,2
OC407552,2,2
SO305919,3,2
SO305916,3,2
SO305922,3,2
SO305920,3,2
OC407425,2,2
OC407603,5,2
OC414890,2,2
OC403668,6,4
OC415138,2,2
OC404514,5,2
OC407624,2,2
OC415260,2,2
OC407654,2,2
OC414700,2,2
SO305619,2,2
10257377,5,3
10361298,29,10
10174017,10,3
10172739,12,4
10023274,20,4
10007477,8,2
10261717,12,10
10281033,23,8
10324217,4,3
10324184,11,3
10029943,30,11
10341359,17,11
10219097,6,5
10226386,6,2
10510999,8,6
10186111,15,5
10004943,6,3
10451754,15,7
10399850,29,11
10079623,6,3
10303228,10,1
10408072,8,3
10114644,21,6
09979482,5,3
10541091,15,7
10166359,17,5
10347906,4,3
10239054,22,3
10229630,17,9
10001337,5,4
10475272,13,3
10476913,27,10
09937144,5,3
10184316,18,6
10028222,10,4
10292050,10,2
10358067,9,3
10119755,15,8
10449530,6,4
10382760,5,3
10028625,6,4
10253041,14,5
10479863,7,4
10479917,7,4
10443190,11,8
09976843,11,3
10451211,14,4
09935026,8,2
10428448,4,3
10395804,11,6
NI640379,1,1
NI639770,3,3
NI640468,2,2
NI640505,1,1
NI639909,1,1
NI639272,5,2
NI640154,2,2
NI640198,4,3
NI640206,1,1
NI639208,1,1
NI639265,2,2
NI639487,1,1
NI639499,2,2
NI640263,1,1
NI639501,2,2
NI639556,1,1
NI639197,2,2
NI639046,1,1
NI639053,1,1
NI639733,1,1
NI640008,1,1
NI640029,2,2
NI639309,3,1
NI640146,1,1
NI639344,3,3
NI640217,2,2
NI639623,1,1
NI639686,1,1
NI640452,1,1
NI639780,1,1
NI640011,2,0
NI639126,1,1
NI639352,1,1
NI640257,1,1
NI639618,2,1
NI640002,1,1
NI640615,1,1
NI640927,1,1
NI640179,1,1
NI639964,2,2
NI640639,1,1
NI640650,3,3
NI640340,1,1
NI640818,1,1
NI640584,2,2
NI639724,1,1
NI639256,1,1
NI639257,1,1
NI639450,1,1
NI639702,1,1
NI639738,2,2
NI639739,1,1
NI639552,2,2
NI639791,1,1
NI639800,2,2
NI639808,3,2
NI640475,2,2
NI639999,1,1
NI640182,4,1
NI640668,1,1
NI639843,3,1
NI639877,3,3
NI639935,4,2
NI639944,1,1
NI640083,5,5
NI640526,2,2
NI640305,2,2
NI640050,1,1
NI640072,5,2
NI640096,2,2
NI640332,1,1
NI640390,1,1
NI640705,1,1
NI640915,2,2
NI640959,1,1
NI640013,3,3
NI640656,1,1
NI640680,1,1
NI640743,1,1
NI640628,3,2
NI640717,2,1
NI640913,1,1
NI641009,2,1
NI639167,1,1
NI638974,2,1
NI639143,2,2
NI640215,1,1
NI639643,1,1
NI640413,1,1
NI639002,1,1
NI639302,1,1
NI639665,1,1
NI639478,2,2
NI639557,2,2
NI640467,1,1
NI639903,3,2
NI639945,1,1
NI639955,1,1
NI639978,1,1
NI639996,1,1
NI640094,2,2
NI639047,1,1
NI639732,1,1
NI639759,6,5
NI640183,2,2
NI639664,2,1
NI639453,3,1
NI639540,1,1
NI639641,2,2
NI639789,1,1
NI639865,1,1
NI639957,1,1
NI640051,5,2
NI640524,2,0
NI640769,2,1
NI639036,1,1
NI639270,1,1
NI639502,2,2
NI639529,1,1
NI639550,1,1
NI640478,1,1
NI639908,2,2
NI640306,3,3
NI640327,1,1
NI640367,2,2
NI640975,1,1
NI639737,2,2
NI639263,1,1
NI639448,1,1
NI639496,1,1
NI639796,1,1
NI639823,2,2
NI639836,1,1
NI639856,1,1
NI640620,1,1
NI640670,2,2
NI640540,1,1
NI640359,1,1
NI640790,1,1
NI640779,1,1
NI639731,2,2
NI639851,1,1
NI639215,1,1
NI639377,2,2
NI639085,3,1
NI639114,2,2
NI639249,1,1
NI639345,1,1
NI640266,1,1
NI639561,3,2
NI640428,1,1
NI639867,1,1
NI640502,1,1
NI639928,1,1
NI639998,1,1
NI640723,1,1
NI640759,2,2
NI641037,1,1
NI640761,1,1
NI639891,3,1
NI639923,2,2
NI639924,1,1
NI639942,2,2
NI639986,1,1
NI640170,2,2
NI640047,2,2
NI640659,1,1
NI640733,1,1
NI640117,2,2
NI640679,2,1
NI640828,2,2
NI639980,3,1
NI640118,1,1
NI640350,3,3
NI640356,1,1
NI640550,1,1
NI640127,3,3
NI640058,1,1
NI639886,1,1
NI639926,1,1
NI640153,2,2
NI639525,2,2
NI639589,1,1
NI640402,4,2
NI640419,1,1
NI639804,1,1
NI639185,1,1
NI639124,1,1
NI639144,1,1
NI640210,4,1
NI639234,1,1
NI640447,1,1
NI640471,1,1
NI640009,1,1
NI640086,2,2
NI640113,1,1
NI640130,1,1
NI640218,2,2
NI640690,2,2
NI640500,2,1
OC406839,10,3
OC404586,2,2
OC404961,7,1
OC405544,5,1
OC404798,5,1
OC404800,5,1
OC404900,5,1
OC404925,6,1
OC404956,6,1
OC405360,5,1
OC406804,5,1
OC404507,2,2
OC404589,2,1
OC405507,5,1
OC405609,5,1
OC405668,6,1
OC405700,5,1
OC405723,5,1
OC405886,6,1
OC406878,5,1
OC405262,6,1
OC404518,2,2
OC404590,2,2
OC405652,5,1
OC406872,7,1
OC404840,6,1
OC404906,6,3
OC404914,5,1
OC406849,6,1
OC404627,2,2
OC404661,2,2
OC404756,5,1
OC404992,5,1
OC405802,6,1
OC404913,5,1
OC404944,6,1
OC405447,5,1
OC404923,5,1
OC406790,5,1
OC406798,5,1
OC406834,5,1
OC404501,2,2
OC404740,5,1
OC404918,5,1
OC405015,6,1
OC405265,6,3
OC406813,5,1
OC404417,3,2
OC404734,3,3
OC406918,7,1
OC405282,5,1
OC405288,5,1
OC405356,5,1
OC405582,7,1
OC404988,5,1
OC405323,6,1
OC405461,5,1
OC405570,5,1
OC406133,5,1
OC407013,5,1
OC406911,5,1
OC404762,5,1
OC404848,6,1
OC404871,7,3
OC405304,6,3
OC405384,7,1
OC405897,6,1
OC406129,6,1
OC406974,5,1
OC406992,5,1
OC407007,6,1
OC407112,5,1
OC406908,5,1
OC406923,5,1
OC406927,5,1
OC404874,6,3
OC405004,6,1
OC405393,6,1
OC405407,5,1
OC406123,6,1
OC407003,7,1
OC407238,2,2
OC406891,5,1
OC405494,5,1
OC404755,6,1
OC404946,5,1
OC405457,6,1
OC406125,5,1
OC406135,5,1
OC405610,5,1
OC406897,5,1
OC406904,5,1
OC405479,6,1
OC405496,5,1
OC405497,5,1
OC405387,6,1
OC407092,6,1
OC405595,5,1
OC406921,5,1
OC405020,8,3
OC405284,6,1
OC405296,11,3
OC404795,5,1
OC405337,5,1
OC405395,5,1
OC405950,5,1
OC407011,5,1
OC407096,6,1
OC406920,5,1
OC404760,5,1
OC404878,5,1
OC404976,5,1
OC404981,10,3
OC406066,6,1
OC406126,6,1
OC407170,3,2
OC406916,5,1
OC405276,6,1
OC405374,6,1
OC404849,5,1
OC404969,6,3
OC405591,5,1
OC406909,5,1
OC405477,5,1
OC405503,5,1
OC404978,8,3
OC405231,5,1
OC406118,6,1
OC407090,6,1
OC404790,6,1
OC404845,6,3
OC404876,5,1
OC405351,5,1
OC405399,5,1
OC405418,6,1
OC406061,5,1
OC406102,6,1
OC405442,7,1
OC405495,7,1
OC404873,8,3
OC404875,8,1
OC404909,5,1
OC405417,5,1
OC405891,5,1
OC406117,6,1
OC406138,5,1
OC406998,5,1
OC406925,5,1
OC405267,7,1
OC405914,6,1
OC407000,5,1
OC406889,5,1
OC406910,5,1
OC406917,7,1
OC406919,5,1
OC405162,6,1
OC405389,6,1
OC404770,5,1
OC406051,5,1
OC406922,8,1
OC405295,5,1
OC405386,5,1
OC404774,7,1
OC404973,6,1
OC405344,5,1
OC406144,6,1
OC404984,7,3
OC407270,2,2
OC405340,5,1
OC405363,5,1
OC406120,6,1
OC406124,6,1
OC406969,5,1
OC405759,6,1
OC405768,6,1
OC405429,6,1
OC406305,6,1
OC407296,3,2
OC405933,5,1
OC405940,5,1
OC405912,6,1
OC405742,5,1
OC405772,6,1
OC405484,5,1
OC405696,5,1
OC406222,5,1
OC406229,7,1
OC405816,6,1
OC405860,6,1
OC405953,5,1
OC406187,6,1
OC405848,5,1
OC405197,6,3
OC407392,2,2
OC405939,6,1
OC405941,5,1
OC406183,6,1
OC405974,5,1
OC405747,8,1
OC405753,6,1
SC582916,2,1
SC573676,2,2
SC577055,1,1
SC567737,2,1
SC575337,1,1
SC572849,1,1
SC558213,2,0
SC563738,2,0
SC572811,1,1
SC563936,2,1
SC559245,1,1
SC565577,1,1
SC582294,1,1
SC568526,1,1
SC574265,1,1
SC562686,1,1
SC573098,1,1
SC557752,3,2
SC581452,1,1
10643043,1,1
10597663,2,2
10846997,2,2
10775526,1,1
10771237,4,1
10773774,1,1
10746293,1,1
10788319,2,2
11043345,1,1
10894057,3,2
10789502,2,2
10937767,3,2
10743679,4,1
10674358,4,4
10633409,2,1
10901758,5,2
10940220,8,0
10748734,2,1
10749192,1,1
10965742,2,2
10919302,2,2
10736101,2,2
10751568,3,1
10920141,2,1
10663356,2,1
10768235,2,1
10787575,4,1
10876624,1,1
10697905,1,1
10858394,1,1
10993406,2,2
10689171,1,1
10788538,1,1
10860875,1,1
10800568,2,1
10626831,2,1
10930891,5,1
10694091,1,1
10738557,1,1
10997397,2,1
10707916,1,1
10769985,1,1
10778001,3,1
10896429,1,0
10993373,1,1
10791672,5,1
10795086,1,1
10682172,1,1
10749173,1,1
10707535,2,2
10843051,4,1
10900029,1,1
10675712,1,1
10732984,1,1
10782210,1,1
10779596,5,2
11002886,1,1
10707163,1,1
10656075,3,3
10621459,6,0
10758193,9,1
10879048,4,1
10716405,2,1
10750392,2,2
10738874,2,1
10768167,1,1
10991503,2,1
10795013,3,1
10740915,2,1
10960021,1,1
10734440,1,1
10807956,7,1
10794102,2,1
10764952,1,1
10922120,3,3
10760924,3,1
10755135,1,1
10957910,1,1
10631066,1,1
10619564,1,1
10734535,2,2
10919490,2,1
10729632,3,2
10785516,1,1
10775066,1,1
10705154,1,1
10770867,6,1
10774746,2,2
10941529,2,1
10990654,4,1
10651001,3,1
10763442,1,1
10764203,2,2
10995115,1,1
10758641,1,1
10759470,2,1
10796492,2,1
10994902,5,1
10714387,3,2
10759168,1,1
10989270,1,1
10718776,2,2
10636647,1,1
10682981,4,2
10716323,3,0
10737700,1,1
10726507,1,1
10837146,2,1
10714249,3,1
